Proprietary Name,NDC Package Code,Strength,Dosage Form,Route,Appl. No.,Labeler Name,Product NDC,Nonproprietary Name,Substance Name,Product Type Name,Start Marketing Date,End Marketing Date,Market Category,Package Description,Pharm Class,DEA,Sample Package,Listing Record Certified Through:
Norvir,67296-1234-04,100 mg/1,"TABLET, FILM COATED",ORAL,NDA022417,"RedPharm Drug, Inc.",67296-1234,Norvir,RITONAVIR,HUMAN PRESCRIPTION DRUG,5/6/2010,N/A,NDA,"4 TABLET, FILM COATED in 1 BOTTLE (67296-1234-4)","HIV Protease Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 2C19 Inducers [MoA], Cytochrome P450 3A Inducers [MoA], P-Glycoprotein Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Cytochrome P450 1A2 Inducers [MoA], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], UDP Glucuronosyltransferases Inducers [MoA]",N/A,No,12/31/2021
Norvir,00074-1940-63,80 mg/mL,SOLUTION,ORAL,NDA020659,AbbVie Inc.,0074-1940,Ritonavir,RITONAVIR,HUMAN PRESCRIPTION DRUG,5/6/2010,N/A,NDA,1 BOTTLE in 1 CARTON (0074-1940-63)  > 240 mL in 1 BOTTLE,"HIV Protease Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 2C19 Inducers [MoA], Cytochrome P450 3A Inducers [MoA], P-Glycoprotein Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Cytochrome P450 1A2 Inducers [MoA], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], UDP Glucuronosyltransferases Inducers [MoA]",N/A,No,12/31/2021
Norvir,53808-1119-01,100 mg/1,"TABLET, FILM COATED",ORAL,NDA022417,DOH CENTRAL PHARMACY,53808-1119,Ritonavir,RITONAVIR,HUMAN PRESCRIPTION DRUG,1/9/2018,N/A,NDA,"30 TABLET, FILM COATED in 1 BLISTER PACK (53808-1119-1)","HIV Protease Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 2C19 Inducers [MoA], Cytochrome P450 3A Inducers [MoA], P-Glycoprotein Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Cytochrome P450 1A2 Inducers [MoA], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], UDP Glucuronosyltransferases Inducers [MoA]",N/A,No,12/31/2020
Invirase,00004-0244-51,500 mg/1,"TABLET, FILM COATED",ORAL,NDA021785,"Genentech, Inc.",0004-0244,saquinavir mesylate,SAQUINAVIR MESYLATE,HUMAN PRESCRIPTION DRUG,12/17/2004,N/A,NDA,"120 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0004-0244-51)","HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA]",N/A,No,12/31/2021
Invirase,00004-0245-15,200 mg/1,CAPSULE,ORAL,NDA020628,"Genentech, Inc.",0004-0245,saquinavir mesylate,SAQUINAVIR MESYLATE,HUMAN PRESCRIPTION DRUG,12/6/1995,N/A,NDA,"270 CAPSULE in 1 BOTTLE, PLASTIC (0004-0245-15)","HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA]",N/A,No,12/31/2021
Aptivus,00597-0002-01,100 mg/mL,SOLUTION,ORAL,NDA022292,"Boehringer Ingelheim Pharmaceuticals, Inc.",0597-0002,tipranavir,TIPRANAVIR,HUMAN PRESCRIPTION DRUG,9/1/2008,N/A,NDA,"1 BOTTLE, GLASS in 1 CARTON (0597-0002-01)  > 95 mL in 1 BOTTLE, GLASS","HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC]",N/A,No,12/31/2021
Aptivus,00597-0003-02,250 mg/1,"CAPSULE, LIQUID FILLED",ORAL,NDA021814,"Boehringer Ingelheim Pharmaceuticals, Inc.",0597-0003,tipranavir,TIPRANAVIR,HUMAN PRESCRIPTION DRUG,7/1/2005,N/A,NDA,"120 CAPSULE, LIQUID FILLED in 1 BOTTLE, PLASTIC (0597-0003-02)","HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC]",N/A,No,12/31/2021
FUZEON,00004-0381-40,,KIT,,NDA021481,"Genentech, Inc.",0004-0381,Enfuvirtide,,HUMAN PRESCRIPTION DRUG,4/10/2012,N/A,NDA,"1 KIT in 1 CARTON (0004-0381-40)  *  1 mL in 1 VIAL, SINGLE-USE *  1 mL in 1 VIAL, SINGLE-DOSE",N/A,N/A,No,12/31/2021
SELZENTRY,49702-0235-08,75 mg/1,"TABLET, FILM COATED",ORAL,NDA022128,ViiV Healthcare Company,49702-235,maraviroc,MARAVIROC,HUMAN PRESCRIPTION DRUG,11/4/2016,N/A,NDA,"120 TABLET, FILM COATED in 1 BOTTLE (49702-235-08)","CCR5 Co-receptor Antagonist [EPC], Chemokine Co-receptor 5 Antagonists [MoA]",N/A,No,12/31/2021
SELZENTRY,49702-0237-55,20 mg/mL,SOLUTION,ORAL,NDA208984,ViiV Healthcare Company,49702-237,maraviroc,MARAVIROC,HUMAN PRESCRIPTION DRUG,11/4/2016,N/A,NDA,1 BOTTLE in 1 CARTON (49702-237-55)  > 230 mL in 1 BOTTLE,"CCR5 Co-receptor Antagonist [EPC], Chemokine Co-receptor 5 Antagonists [MoA]",N/A,No,12/31/2021
SELZENTRY,49702-0223-18,150 mg/1,"TABLET, FILM COATED",ORAL,NDA022128,ViiV Healthcare Company,49702-223,maraviroc,MARAVIROC,HUMAN PRESCRIPTION DRUG,5/16/2011,N/A,NDA,"60 TABLET, FILM COATED in 1 BOTTLE (49702-223-18)","CCR5 Co-receptor Antagonist [EPC], Chemokine Co-receptor 5 Antagonists [MoA]",N/A,No,12/31/2021
SELZENTRY,49702-0224-18,300 mg/1,"TABLET, FILM COATED",ORAL,NDA022128,ViiV Healthcare Company,49702-224,maraviroc,MARAVIROC,HUMAN PRESCRIPTION DRUG,5/16/2011,N/A,NDA,"60 TABLET, FILM COATED in 1 BOTTLE (49702-224-18)","CCR5 Co-receptor Antagonist [EPC], Chemokine Co-receptor 5 Antagonists [MoA]",N/A,No,12/31/2021
SELZENTRY,49702-0233-08,25 mg/1,"TABLET, FILM COATED",ORAL,NDA022128,ViiV Healthcare Company,49702-233,maraviroc,MARAVIROC,HUMAN PRESCRIPTION DRUG,11/4/2016,N/A,NDA,"120 TABLET, FILM COATED in 1 BOTTLE (49702-233-08)","CCR5 Co-receptor Antagonist [EPC], Chemokine Co-receptor 5 Antagonists [MoA]",N/A,No,12/31/2021
Tivicay,49702-0226-13,10 mg/1,"TABLET, FILM COATED",ORAL,NDA204790,ViiV Healthcare Company,49702-226,dolutegravir sodium,DOLUTEGRAVIR SODIUM,HUMAN PRESCRIPTION DRUG,6/9/2016,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (49702-226-13)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC], Multidrug and Toxin Extrusion Transporter 1 Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA]",N/A,No,12/31/2021
Tivicay,49702-0227-13,25 mg/1,"TABLET, FILM COATED",ORAL,NDA204790,ViiV Healthcare Company,49702-227,dolutegravir sodium,DOLUTEGRAVIR SODIUM,HUMAN PRESCRIPTION DRUG,6/9/2016,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (49702-227-13)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC], Multidrug and Toxin Extrusion Transporter 1 Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA]",N/A,No,12/31/2021
Tivicay,53808-1130-01,50 mg/1,"TABLET, FILM COATED",ORAL,NDA204790,DOH CENTRAL PHARMACY,53808-1130,dolutegravir sodium,DOLUTEGRAVIR SODIUM,HUMAN PRESCRIPTION DRUG,7/10/2017,N/A,NDA,"30 TABLET, FILM COATED in 1 BLISTER PACK (53808-1130-1)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC], Multidrug and Toxin Extrusion Transporter 1 Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA]",N/A,No,12/31/2020
Tivicay,70518-1487-01,50 mg/1,"TABLET, FILM COATED",ORAL,NDA204790,REMEDYREPACK INC.,70518-1487,dolutegravir sodium,DOLUTEGRAVIR SODIUM,HUMAN PRESCRIPTION DRUG,10/6/2018,N/A,NDA,"30 TABLET, FILM COATED in 1 BLISTER PACK (70518-1487-0)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC], Multidrug and Toxin Extrusion Transporter 1 Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA]",N/A,No,12/31/2020
Tivicay,49702-0228-13,50 mg/1,"TABLET, FILM COATED",ORAL,NDA204790,ViiV Healthcare Company,49702-228,dolutegravir sodium,DOLUTEGRAVIR SODIUM,HUMAN PRESCRIPTION DRUG,8/13/2013,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (49702-228-13)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC], Multidrug and Toxin Extrusion Transporter 1 Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA]",N/A,No,12/31/2021
Tivicay PD,49702-0255-37,5 mg/1,"TABLET, FOR SUSPENSION",ORAL,NDA213983,ViiV Healthcare Company,49702-255,dolutegravir sodium,DOLUTEGRAVIR SODIUM,HUMAN PRESCRIPTION DRUG,6/12/2020,N/A,NDA,"1 BOTTLE in 1 CARTON (49702-255-37)  > 60 TABLET, FOR SUSPENSION in 1 BOTTLE","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC], Multidrug and Toxin Extrusion Transporter 1 Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA]",N/A,No,12/31/2021
ISENTRESS,70518-1621-01,400 mg/1,"TABLET, FILM COATED",ORAL,NDA022145,REMEDYREPACK INC.,70518-1621,RALTEGRAVIR,RALTEGRAVIR POTASSIUM,HUMAN PRESCRIPTION DRUG,10/31/2018,N/A,NDA,"6 TABLET, FILM COATED in 1 BLISTER PACK (70518-1621-1)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]",N/A,No,12/31/2020
ISENTRESS,70518-1621-00,400 mg/1,"TABLET, FILM COATED",ORAL,NDA022145,REMEDYREPACK INC.,70518-1621,RALTEGRAVIR,RALTEGRAVIR POTASSIUM,HUMAN PRESCRIPTION DRUG,10/31/2018,N/A,NDA,"30 TABLET, FILM COATED in 1 BLISTER PACK (70518-1621-0)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]",N/A,No,12/31/2020
ISENTRESS,70518-1621-02,400 mg/1,"TABLET, FILM COATED",ORAL,NDA022145,REMEDYREPACK INC.,70518-1621,RALTEGRAVIR,RALTEGRAVIR POTASSIUM,HUMAN PRESCRIPTION DRUG,10/31/2018,N/A,NDA,"8 TABLET, FILM COATED in 1 BLISTER PACK (70518-1621-2)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]",N/A,No,12/31/2020
ISENTRESS,00006-0473-61,25 mg/1,"TABLET, CHEWABLE",ORAL,NDA203045,Merck Sharp & Dohme Corp.,0006-0473,RALTEGRAVIR,RALTEGRAVIR POTASSIUM,HUMAN PRESCRIPTION DRUG,12/21/2011,N/A,NDA,"60 TABLET, CHEWABLE in 1 BOTTLE (0006-0473-61)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]",N/A,No,12/31/2021
ISENTRESS,00006-0227-61,400 mg/1,"TABLET, FILM COATED",ORAL,NDA022145,Merck Sharp & Dohme Corp.,0006-0227,RALTEGRAVIR,RALTEGRAVIR POTASSIUM,HUMAN PRESCRIPTION DRUG,10/12/2007,N/A,NDA,"60 TABLET, FILM COATED in 1 BOTTLE (0006-0227-61)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]",N/A,No,12/31/2021
ISENTRESS,00006-0477-61,100 mg/1,"TABLET, CHEWABLE",ORAL,NDA203045,Merck Sharp & Dohme Corp.,0006-0477,RALTEGRAVIR,RALTEGRAVIR POTASSIUM,HUMAN PRESCRIPTION DRUG,12/21/2011,N/A,NDA,"60 TABLET, CHEWABLE in 1 BOTTLE (0006-0477-61)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]",N/A,No,12/31/2021
ISENTRESS,68071-2113-06,400 mg/1,"TABLET, FILM COATED",ORAL,NDA022145,"NuCare Pharmaceuticals,Inc.",68071-2113,RALTEGRAVIR,RALTEGRAVIR POTASSIUM,HUMAN PRESCRIPTION DRUG,10/12/2007,N/A,NDA,"6 TABLET, FILM COATED in 1 BOTTLE (68071-2113-6)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]",N/A,No,12/31/2020
ISENTRESS,00006-3603-60,100 mg/1,"GRANULE, FOR SUSPENSION",ORAL,NDA205786,Merck Sharp & Dohme Corp.,0006-3603,RALTEGRAVIR,RALTEGRAVIR POTASSIUM,HUMAN PRESCRIPTION DRUG,12/20/2013,N/A,NDA,"60 PACKET in 1 CARTON (0006-3603-60)  > 1 GRANULE, FOR SUSPENSION in 1 PACKET (0006-3603-01)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]",N/A,No,12/31/2021
ISENTRESS,00006-3603-61,100 mg/1,"GRANULE, FOR SUSPENSION",ORAL,NDA205786,Merck Sharp & Dohme Corp.,0006-3603,RALTEGRAVIR,RALTEGRAVIR POTASSIUM,HUMAN PRESCRIPTION DRUG,12/20/2013,N/A,NDA,"60 PACKET in 1 CARTON (0006-3603-61)  > 1 GRANULE, FOR SUSPENSION in 1 PACKET (0006-3603-01)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]",N/A,No,12/31/2021
ISENTRESS,61919-0706-02,400 mg/1,"TABLET, FILM COATED",ORAL,NDA022145,Direct_Rx,61919-706,ISENTRESS,RALTEGRAVIR POTASSIUM,HUMAN PRESCRIPTION DRUG,8/13/2019,N/A,NDA,"2 TABLET, FILM COATED in 1 BOTTLE (61919-706-02)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]",N/A,No,12/31/2021
ISENTRESS,00006-3080-01,600 mg/1,"TABLET, FILM COATED",ORAL,NDA022145,Merck Sharp & Dohme Corp.,0006-3080,RALTEGRAVIR,RALTEGRAVIR POTASSIUM,HUMAN PRESCRIPTION DRUG,5/26/2017,N/A,NDA,"60 TABLET, FILM COATED in 1 BOTTLE (0006-3080-01)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]",N/A,No,12/31/2021
ISENTRESS,50090-1085-01,400 mg/1,"TABLET, FILM COATED",ORAL,NDA022145,A-S Medication Solutions,50090-1085,RALTEGRAVIR,RALTEGRAVIR POTASSIUM,HUMAN PRESCRIPTION DRUG,10/12/2007,N/A,NDA,"8 TABLET, FILM COATED in 1 BOTTLE (50090-1085-1)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]",N/A,No,12/31/2020
ISENTRESS,50090-1085-02,400 mg/1,"TABLET, FILM COATED",ORAL,NDA022145,A-S Medication Solutions,50090-1085,RALTEGRAVIR,RALTEGRAVIR POTASSIUM,HUMAN PRESCRIPTION DRUG,10/12/2007,N/A,NDA,"6 TABLET, FILM COATED in 1 BOTTLE (50090-1085-2)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]",N/A,No,12/31/2020
ISENTRESS,67296-1235-08,400 mg/1,"TABLET, FILM COATED",ORAL,NDA022145,"RedPharm Drug, Inc.",67296-1235,ISENTRESS,RALTEGRAVIR POTASSIUM,HUMAN PRESCRIPTION DRUG,10/12/2007,N/A,NDA,"8 TABLET, FILM COATED in 1 BOTTLE (67296-1235-8)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]",N/A,No,12/31/2021
ISENTRESS,67296-1235-06,400 mg/1,"TABLET, FILM COATED",ORAL,NDA022145,"RedPharm Drug, Inc.",67296-1235,ISENTRESS,RALTEGRAVIR POTASSIUM,HUMAN PRESCRIPTION DRUG,10/12/2007,N/A,NDA,"6 TABLET, FILM COATED in 1 BOTTLE (67296-1235-6)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]",N/A,No,12/31/2021
ISENTRESS,50090-1085-00,400 mg/1,"TABLET, FILM COATED",ORAL,NDA022145,A-S Medication Solutions,50090-1085,RALTEGRAVIR,RALTEGRAVIR POTASSIUM,HUMAN PRESCRIPTION DRUG,10/12/2007,N/A,NDA,"60 TABLET, FILM COATED in 1 BOTTLE (50090-1085-0)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]",N/A,No,12/31/2020
Isentress HD ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rukobia,49702-0250-18,600 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,NDA212950,ViiV Healthcare Company,49702-250,fostemsavir tromethamine,FOSTEMSAVIR TROMETHAMINE,HUMAN PRESCRIPTION DRUG,7/2/2020,N/A,NDA,"1 BOTTLE in 1 CARTON (49702-250-18)  > 60 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE",N/A,N/A,No,12/31/2021
TROGARZO,62064-0122-02,150 mg/mL,"INJECTION, SOLUTION",INTRAVENOUS,BLA761065,Theratechnologies Inc.,62064-122,ibalizumab,IBALIZUMAB,HUMAN PRESCRIPTION DRUG,4/20/2018,N/A,BLA,"2 VIAL, SINGLE-USE in 1 CARTON (62064-122-02)  > 1.33 mL in 1 VIAL, SINGLE-USE (62064-122-01)",N/A,N/A,No,12/31/2021
Tybost,61958-1401-01,150 mg/1,"TABLET, FILM COATED",ORAL,NDA203094,"Gilead Sciences, Inc.",61958-1401,COBICISTAT,COBICISTAT,HUMAN PRESCRIPTION DRUG,9/24/2014,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (61958-1401-1)","Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA]",N/A,No,12/31/2020
EPZICOM,49702-0206-13,"600 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA021652,ViiV Healthcare Company,49702-206,abacavir sulfate and lamivudine,ABACAVIR SULFATE;  LAMIVUDINE,HUMAN PRESCRIPTION DRUG,10/12/2010,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (49702-206-13)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleoside Analog [EXT], Nucleoside Reverse Transcriptase Inhibitors [MoA], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleoside Analog [EXT], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Triumeq,49702-0231-13,"600 mg/1,                         50  mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA205551,ViiV Healthcare Company,49702-231,"abacavir sulfate, dolutegravir sodium, lamivudine",ABACAVIR SULFATE;  DOLUTEGRAVIR SODIUM;  LAMIVUDINE,HUMAN PRESCRIPTION DRUG,8/22/2014,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (49702-231-13)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleoside Analog [EXT], Nucleoside Reverse Transcriptase Inhibitors [MoA], HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC], Multidrug and Toxin Extrusion Transporter 1 Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleoside Analog [EXT], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
TRIZIVIR,49702-0217-18,"300 mg/1,                         150  mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA021205,ViiV Healthcare Company,49702-217,"abacavir sulfate, lamivudine, and zidovudine",ABACAVIR SULFATE;  LAMIVUDINE;  ZIDOVUDINE,HUMAN PRESCRIPTION DRUG,11/2/2010,N/A,NDA,"60 TABLET, FILM COATED in 1 BOTTLE (49702-217-18)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleoside Analog [EXT], Nucleoside Reverse Transcriptase Inhibitors [MoA], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleoside Analog [EXT], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleoside Analog [EXT], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
EVOTAZ,00003-3641-11,"300 mg/1,                         150  mg/1",TABLET,ORAL,NDA206353,"E.R. Squibb & Sons, L.L.C.",0003-3641,atazanavir and cobicistat,ATAZANAVIR SULFATE;  COBICISTAT,HUMAN PRESCRIPTION DRUG,1/29/2015,N/A,NDA,30 TABLET in 1 BOTTLE (0003-3641-11),"HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC], UGT1A1 Inhibitors [MoA], UDP Glucuronosyltransferases Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA]",N/A,No,12/31/2021
Biktarvy,61958-2501-01,"50 mg/1,                         200  mg/1,                         25  mg/1",TABLET,ORAL,NDA210251,"Gilead Sciences, Inc.",61958-2501,"bictegravir sodium, emtricitabine, and tenofovir alafenamide fumarate",BICTEGRAVIR SODIUM;  EMTRICITABINE;  TENOFOVIR ALAFENAMIDE FUMARATE,HUMAN PRESCRIPTION DRUG,2/7/2018,N/A,NDA,"30 TABLET in 1 BOTTLE, PLASTIC (61958-2501-1)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2020
Biktarvy,61958-2501-02,"50 mg/1,                         200  mg/1,                         25  mg/1",TABLET,ORAL,NDA210251,"Gilead Sciences, Inc.",61958-2501,"bictegravir sodium, emtricitabine, and tenofovir alafenamide fumarate",BICTEGRAVIR SODIUM;  EMTRICITABINE;  TENOFOVIR ALAFENAMIDE FUMARATE,HUMAN PRESCRIPTION DRUG,2/7/2018,N/A,NDA,"7 TABLET in 1 BOTTLE, PLASTIC (61958-2501-2)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2020
PREZCOBIX,59676-0575-30,"800 mg/1,                         150  mg/1","TABLET, FILM COATED",ORAL,NDA205395,Janssen Products LP,59676-575,DARUNAVIR ETHANOLATE and COBICISTAT,DARUNAVIR ETHANOLATE;  COBICISTAT,HUMAN PRESCRIPTION DRUG,1/31/2015,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (59676-575-30)","HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA]",N/A,No,12/31/2021
Symtuza,59676-0800-30,"800 mg/1,                         150  mg/1,                         200  mg/1,                         10  mg/1","TABLET, FILM COATED",ORAL,NDA210455,Janssen Products LP,59676-800,"Darunavir, Cobicistat, Emtricitabine, and Tenofovir alafenamide",DARUNAVIR;  COBICISTAT;  EMTRICITABINE;  TENOFOVIR ALAFENAMIDE,HUMAN PRESCRIPTION DRUG,7/17/2018,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (59676-800-30)","HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
